id,name,lat,lng,address,tel,mobile,line_url,business_hour,type_id,shop_logo
21366,Big C Mini  บางจาก  ญาณวิโรจน์ - เมืองจันทบุรี,12.562837,102.115044,เลขที่ 21/1 หมู่ 9 ตำบลเกาะขวาง อำเภอเมืองจันทบุรี จังหวัดจันทบุรี 22000,039-320939,061-4025011,https://lin.ee/Jimz57E,05.00 - 21.00,5,images/about_logo_5.jpg
21339,Big C Mini  บางจาก  ท่าฉาง- สุราษฎร์ธานี,9.219131,99.140755,เลขที่ 115/3 หมู่ 4 ตำบล คลองไทร อำเภอ ท่าฉาง จังหวัด สุราษฎร์ธานี 84150,077-331-114,098-3330207,https://lin.ee/M1xq1QZ,24 Hrs.,5,images/about_logo_5.jpg
21381,Big C Mini  บางจาก  ท่าชนะ-สุราษฎร์ธานี,9.500244,99.133024,เลขที่ 86 หมู่ 10 ตำบล ประสงค์ อำเภอ ท่าชนะ จังหวัด สุราษฎร์ธานี 84170,077-310325,098-3330209,https://lin.ee/1D0XHUdf,06.00 - 22.00,5,images/about_logo_5.jpg
21340,Big C Mini  บางจาก  ท่าศาลา,8.665586,99.922948,เลขที่ 461 หมู่ 1 ตำบล ท่าศาลา อำเภอ ท่าศาลา จังหวัด นครศรีธรรมราช 80160,075-330-399,098-0472705,https://lin.ee/ea0Y4l1,06.00 - 23.00,5,images/about_logo_5.jpg
21393,Big C Mini  บางจาก  ทุ่งตะโก ,10.053708,99.073062,เลขที่ 2 หมู่ 7 ตำบล ตะโก อำเภอ ทุ่งตะโก จังหวัด ชุมพร 86220,077-611959,061-4027495,https://lin.ee/hjjG7OS,24 Hrs.,5,images/about_logo_5.jpg
21308,Big C Mini  บางจาก  นิมิตรใหม่ 1,13.822761,100.740995,เลขที่ 3/2 ถนน นิมิตใหม่ แขวง มีนบุรี เขต มีนบุรี จังหวัด กรุงเทพมหานคร 10510,02-9145188,063-2184283,https://lin.ee/gabrnTa5,05.00 - 23.00,5,images/about_logo_5.jpg
21195,Big C Mini  บางจาก  บรมราชชนนี กม.23 ,13.786539,100.283181,เลขที่ 38/14 หมู่ 2  ตำบล บางเตย อำเภอ สามพราน จังหวัด นครปฐม 73210,02-889-4130,098-3330221,https://lin.ee/OwvTkQO,05.00 - 23.00,5,images/about_logo_5.jpg
21140,Big C Mini  บางจาก  บรมฯ กม.15,13.787789,100.356619,เลขที่ 68/24 หมู่ 12 แขวง ศาลาธรรมสพน์ เขต ทวีวัฒนา จังหวัด กรุงเทพมหานคร 10170,02-888-6519,098-3330224,https://lin.ee/ngpCvGD,24 Hrs.,5,images/about_logo_5.jpg
21396,Big C Mini  บางจาก  บ่อวิน1,13.030387,101.075,เลขที่ 88/12 หมู่ 3 ตำบล บ่อวิน อำเภอ ศรีราชา จังหวัด ชลบุรี 20230,ไม่มีเบอร์ร้าน,063-2186782,https://lin.ee/P6YIC2G,05.00 - 23.00,5,images/about_logo_5.jpg
21193,Big C Mini  บางจาก  บางนา กม.13,13.63193,100.716389,เลขที่ 60/11 หมู่ 1 ตำบล ราชาเทวะ อำเภอ บางพลี จังหวัด สมุทรปราการ 10540,02-7500745,098-3330227,https://lin.ee/yWKJSoP,24 Hrs.,5,images/about_logo_5.jpg
21172,Big C Mini  บางจาก  บางนา กม.27 ขาออก,13.588041,100.839643,เลขที่ 399/2 หมู่ 1 ตำบล บางบ่อ อำเภอ บางบ่อ จังหวัด สมุทรปราการ 10560,02-7055169,061-3971657,https://lin.ee/qHNAGdQ,24 Hrs.,5,images/about_logo_5.jpg
21186,Big C Mini  บางจาก  บางบัวทอง - บางพูน,13.975,100.57674,เลขที่ 77/2 หมู่ 5 ตำบล บางพูน อำเภอ เมืองปทุมธานี จังหวัด ปทุมธานี 12000,02-958-8096,063-2181686,https://lin.ee/Ma1dkH8,06.00 - 22.00,5,images/about_logo_5.jpg
21147,Big C Mini  บางจาก  บางละมุง,13.012578,100.930614,เลขที่ 182/24 หมู่ 2 ตำบล บางละมุง อำเภอ บางละมุง จังหวัด ชลบุรี 20150,038-704071,064-4626537,https://lin.ee/vahrOK0,05.00 - 23.00,5,images/about_logo_5.jpg
21292,Big C Mini  บางจาก  บ้านโพธิ์,13.62953,101.03578,เลขที่ 88 หมู่ 1 ตำบล คลองประเวศ อำเภอ บ้านโพธิ์ จังหวัด ฉะเชิงเทรา 24140,098-333-0232,061-3989772,https://lin.ee/ES05vXS,24 Hrs.,5,images/about_logo_5.jpg
21344,Big C Mini  บางจาก  บ้านโพธิ์ - เมืองนครราชสีมา,15.060831,102.173383,เลขที่ 203 หมู่ 4 ตำบล บ้านโพธิ์ อำเภอ เมืองนครราชสีมา จังหวัด นครราชสีมา 30310,044-207064,061-4022539,https://lin.ee/Xrcntw6,24 Hrs.,5,images/about_logo_5.jpg
21330,Big C Mini  บางจาก  บายพาสชลบุรี กม.1,13.413426,100.999932,เลขที่ 99/1 หมู่ 4 ตำบล หนองไม้แดง อำเภอ เมืองชลบุรี จังหวัด ชลบุรี 20000,ไม่มีเบอร์ร้าน,061-4021970,https://lin.ee/RAqzGdk,24 Hrs.,5,images/about_logo_5.jpg
21238,Big C Mini  บางจาก  บายพาสชลบุรี กม.13,13.332647,100.978303,เลขที่ 20/70 หมู่ 1 ตำบล ห้วยกะปิ อำเภอ เมืองชลบุรี จังหวัด ชลบุรี  20000,038-797476,061-3981690,https://lin.ee/4yE9ZKQ,05.00 - 23.00,5,images/about_logo_5.jpg
21112,Big C Mini  บางจาก  ประดิษฐ์มนูธรรม,13.763959,100.600369,เลขที่ 182 ถนน ประดิษฐ์มนูธรรม แขวง วังทองหลาง เขต วังทองหลาง  จังหวัด กรุงเทพมหานคร 10310,02-718-4596,063-2156392,https://lin.ee/TvbEptG,24 Hrs.,5,images/about_logo_5.jpg
21191,Big C Mini  บางจาก  ประดิษฐ์มนูธรรม (3),13.83518,100.63125,เลขที่ 569 ถนน ประดิษฐ์มนูธรรม แขวง ลาดพร้าว เขต ลาดพร้าว จังหวัด กรุงเทพมหานคร 10230,02-907-7069,061-8313195,https://lin.ee/m0G7xaP,05.00 - 23.00,5,images/about_logo_5.jpg
21406,Big C Mini  บางจาก  ประตูน้ำพระอินทร์ (ขาออก),14.141588,100.618085,เลขที่ 98/1 หมู่ 6 ตำบล เชียงรากน้อย อำเภอ บางปะอิน จังหวัด พระนครศรีอยุธยา 13180,035-355079,063-2187812,https://lin.ee/jRqloMp,24 Hrs.,5,images/about_logo_5.jpg
21383,Big C Mini  บางจาก  ปราสาท,14.620734,103.277578,เลขที่ 172 หมู่ 1 ตำบล ตานี อำเภอ ปราสาท จังหวัด สุรินทร์ 32140,ไม่มีเบอร์ร้าน,098-3330241,https://lin.ee/ee9wGQl,24 Hrs.,5,images/about_logo_5.jpg
21367,Big C Mini  บางจาก  ปลวกแดง,12.978454,101.211571,เลขที่ 385/10 หมู่ 1 ตำบลปลวกแดง อำเภอปลวกแดง จังหวัดระยอง 21140,ไม่มีเบอร์ร้าน,098-3330242,https://lin.ee/qkS8z1u,05.00 - 23.00,5,images/about_logo_5.jpg
21349,Big C Mini  บางจาก  ปากช่อง - น้ำค้าง,14.66802,101.443604,เลขที่ 144/2 หมู่ 10 ตำบล ขนงพระ อำเภอ ปากช่อง จังหวัด นครราชสีมา 30130,ไม่มีเบอร์ร้าน,099-0402507,https://lin.ee/mTrhCph,06.00 - 24.00,5,images/about_logo_5.jpg
21325,Big C Mini  บางจาก  ปากช่อง-ชำนาญ,14.665437,101.420201,เลขที่ 40/2 หมู่ 10 ตำบล ขนงพระ อำเภอ ปากช่อง จังหวัด นครราชสีมา 30130,044-328038,061-4021927,https://lin.ee/8lsCCCC,06.00 - 23.00,5,images/about_logo_5.jpg
21352,Big C Mini  บางจาก  พระพุทธบาท,14.694541,100.867589,เลขที่ 99/1 หมู่ 8 ตำบล หน้าพระลาน อำเภอ เฉลิมพระเกียรติ จังหวัด สระบุรี 18240,036-347199,061-4022841,https://lin.ee/wJE1qSZ,24 Hrs.,5,images/about_logo_5.jpg
21244,Big C Mini  บางจาก  พระราม 2 กม.20,13.591984,100.336868,เลขที่ 59/16 หมู่ 1 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร  จังหวัด สมุทรสาคร  74000,034-496-344,061-3982734,https://lin.ee/C4cZ3j8,05.00 - 23.00,5,images/about_logo_5.jpg
21198,Big C Mini  บางจาก  พระราม 2 กม.52,13.452256,100.084269,เลขที่ 84/15 หมู่ 2 ตำบล นาโคก อำเภอ เมืองสมุทรสาคร จังหวัด สมุทรสาคร 74000,034-406-410,080-6064587,https://lin.ee/Ldivv8J,05.00 - 23.00,5,images/about_logo_5.jpg
21300,Big C Mini  บางจาก  พระราม 2 กม.78,13.34498,99.884299,เลขที่ 5/6 หมู่ 6 ตำบล แพรกหนามแดง อำเภอ อัมพวา จังหวัด สมุทรสงคราม 75110,034-772-090,098-3330255,https://lin.ee/k8sgPQi,24 Hrs.,5,images/about_logo_5.jpg
21215,Big C Mini  บางจาก  พระราม 2 ซอย 28,13.68334,100.464166,เลขที่ 19/20 หมู่ 3 แขวง บางมด เขต จอมทอง จังหวัด กรุงเทพมหานคร  10150,02-877-1840,098-4577203,https://lin.ee/HZwlONe,05.00 - 24.00,5,images/about_logo_5.jpg
21079,Big C Mini  บางจาก  พระราม 3(3),13.688198,100.517277,เลขที่ 493/1 ถนน พระรามที่3 แขวง บางโคล่ เขต บางคอแหลม จังหวัด กรุงเทพมหานคร 10120,ไม่มีเบอร์ร้าน,097-0865751,https://lin.ee/XrHafFM,05.00 - 23.00,5,images/about_logo_5.jpg
21376,Big C Mini  บางจาก  พระราม2 กม59 (ขาเข้า),13.420623,100.032639,เลขที่ 9/12 หมู่ 7 ตำบล บางแก้ว อำเภอ เมืองสมุทรสงคราม  จังหวัด สมุทรสงคราม 75000,034-770909,061-4026572,https://lin.ee/GO0vUZP,05.00 - 23.00,5,images/about_logo_5.jpg
21391,Big C Mini  บางจาก  พล,15.723353,102.592452,เลขที่ 158 หมู่ 8 ตำบล หนองแวงโสกพระ อำเภอ พล จังหวัด ขอนแก่น 40120,043-418-822,061-4027453,https://lin.ee/O2NEgDh,06.00 - 22.00,5,images/about_logo_5.jpg
21220,Big C Mini  บางจาก  พหลโยธิน กม.106 ,14.518053,100.914503,เลขที่ 121/2 ถนน พหลโยธิน ตำบล ปากเพรียว อำเภอ เมืองสระบุรี จังหวัด สระบุรี  18000,036-316-003,099-0043451,https://lin.ee/i2mOd5h,05.00 - 23.00,5,images/about_logo_5.jpg
21323,Big C Mini  บางจาก  พหลโยธิน กม.59,14.203791,100.663838,เลขที่ 55/2 หมู่ 2 ตำบล ลำไทร อำเภอ วังน้อย จังหวัด พระนครศรีอยุธยา 13170,035-287-077,063-2184677,https://lin.ee/JfMHjMd,24 Hrs.,5,images/about_logo_5.jpg
21078,Big C Mini  บางจาก  พัฒนาการ,13.736583,100.623164,เลขที่ 1348 ถนน พัฒนาการ แขวง สวนหลวง เขต สวนหลวง จังหวัด กรุงเทพมหานคร 10250,ไม่มีเบอร์ร้าน,098-3330269,https://lin.ee/TQhwMkC,24 Hrs.,5,images/about_logo_5.jpg
21167,Big C Mini  บางจาก  พัฒนาการ 27,13.736842,100.617911,เลขที่ 1405 ถนน พัฒนาการ แขวง สวนหลวง เขต สวนหลวง จังหวัด กรุงเทพมหานคร 10250,ไม่มีเบอร์ร้าน,098-3330270,https://lin.ee/B6tQm1s,24 Hrs.,5,images/about_logo_5.jpg
21279,Big C Mini  บางจาก  พัทยากลาง ,12.93345,100.900763,เลขที่ 14/18 หมู่ 9 ตำบล หนองปรือ อำเภอ บางละมุง จังหวัด ชลบุรี  20150,038-716-125,063-2184057,https://lin.ee/mwik9gZ,05.00 - 22.00,5,images/about_logo_5.jpg
21237,Big C Mini  บางจาก  พัทยาเหนือ ,12.949783,100.899669,เลขที่ 159/115 หมู่ 5 ถนน พัทยาเหนือ ตำบล นาเกลือ อำเภอ บางละมุง จังหวัด ชลบุรี  20150,038-370249,063-2183130,https://lin.ee/mTwzNKZ,05.00 - 23.00,5,images/about_logo_5.jpg
21310,Big C Mini  บางจาก  รังสิตคลอง 8,14.0411,100.789138,เลขที่ 25/2 หมู่ 4 ตำบล ลำผักกูด อำเภอ ธัญบุรี จังหวัด ปทุมธานี 12110,02-905-2077,061-4021860,https://lin.ee/T6syX6A,04.00 - 21.00,5,images/about_logo_5.jpg
21334,Big C Mini  บางจาก  รัตนาธิเบศร์ ,13.874729,100.457918,เลขที่ 79/11-12 หมู่ 3 ตำบล บางรักน้อย อำเภอ เมืองนนทบุรี  จังหวัด นนทบุรี 11000,02-922-0096,098-3330304,https://lin.ee/1P99hrN,05.00 - 23.00,5,images/about_logo_5.jpg
21333,Big C Mini  บางจาก  ราชพฤกษ์ ,13.884777,100.450148,เลขที่ 14/7 หมู่ 5 ตำบล บางรักน้อย อำเภอ เมืองนนทบุรี จังหวัด นนทบุรี 11000,02-191-9900,097-1068813,https://lin.ee/UJ7U1qH,05.00 - 23.00,5,images/about_logo_5.jpg
21192,Big C Mini  บางจาก  รามอินทรา กม.14,13.812233,100.704905,เลขที่ 50 ถนน รามอินทรา แขวง มีนบุรี เขต มีนบุรี จังหวัด กรุงเทพมหานคร 10510,02-918-5096,098-3330306,https://lin.ee/wTRmSp5,05.00 - 23.00,5,images/about_logo_5.jpg
21365,Big C Mini  บางจาก  ลาดบัวหลวง,14.156277,100.291342,เลขที่ 58/1 หมู่ 5 ตำบลสามเมือง อำเภอลาดบัวหลวง  จังหวัดพระนครศรีอยุธยา 13230,035-280-243,061-4024981,https://lin.ee/QhyNMLp,05.00 - 23.00,5,images/about_logo_5.jpg
21353,Big C Mini  บางจาก  ลำลูกกา,13.951757,100.631155,เลขที่ 164/8 หมู่ 9 ตำบล คูคต อำเภอ ลำลูกกา  จังหวัด ปทุมธานี 12130,02-9947150,061-4023231,https://lin.ee/L2DhSge,24 Hrs.,5,images/about_logo_5.jpg
21400,Big C Mini  บางจาก  ลำลูกกา คลอง 7,13.935235,100.747617,เลขที่ 89/1 หมู่ 5 ตำบล บึงคำพร้อย อำเภอ ลำลูกกา จังหวัด ปทุมธานี 12150,ไม่มีเบอร์ร้าน,061-4027795,https://lin.ee/z1W9Sp3,06.00 - 22.00,5,images/about_logo_5.jpg
21372,Big C Mini  บางจาก  วังน้ำเขียว,14.561117,101.976089,เลขที่ 178/1 หมู่ 7 ตำบลอุดมทรัพย์ อำเภอวังน้ำเขียว  จังหวัดนครราชสีมา 30370,ไม่มีเบอร์ร้าน,080-9755085,https://lin.ee/Q6jnbs5,06.00 - 22.00,5,images/about_logo_5.jpg
21354,Big C Mini  บางจาก  วังมะนาว 1,13.295245,99.822487,เลขที่ 57/1 หมู่ 2 ตำบล หนองชุมพล อำเภอ เขาย้อย จังหวัด เพชรบุรี 76140,032-447034,061-4023345,https://lin.ee/rif3sIB,06.00 - 23.00,5,images/about_logo_5.jpg
21274,Big C Mini  บางจาก  วิภาวดี กม.12,13.82399,100.5577,เลขที่ 1079 ถนน วิภาวดีรังสิต แขวง จตุจักร เขต จตุจักร จังหวัด กรุงเทพมหานคร  10900,02-9360118,098-8782430,https://lin.ee/GTtqiEt,24 Hrs.,5,images/about_logo_5.jpg
21275,Big C Mini  บางจาก  วิภาวดี กม.17,13.866445,100.57227,เลขที่ 21/44 ถนน วิภาวดีรังสิต แขวง ตลาดบางเขน เขต หลักสี่ จังหวัด กรุงเทพมหานคร  10210,ไม่มีเบอร์ร้าน,063-2183972,https://lin.ee/l2Fo4cL,24 Hrs.,5,images/about_logo_5.jpg
21401,Big C Mini  บางจาก  ศรีนครินทร์ - สมิติเวช,13.747154,100.643639,เลขที่ 138/2 ถนน ศรีนครินทร์ แขวง หัวหมาก เขต บางกะปิ จังหวัด กรุงเทพมหานคร 10240,ไม่มีเบอร์ร้าน,061-4027937,https://lin.ee/5SdX2b8,24 Hrs.,5,images/about_logo_5.jpg
21404,Big C Mini  บางจาก  สตรีวิทยา 2,13.825338,100.619831,เลขที่ 392/1 ถนน สุคนธสวัสดิ์ แขวง ลาดพร้าว เขต ลาดพร้าว จังหวัด กรุงเทพมหานคร 10230,02-907-7160,061-4028072,https://lin.ee/iOP3nK9,24 Hrs.,5,images/about_logo_5.jpg
21356,Big C Mini  บางจาก  สนามบิน - สุราษฎร์ธานี,9.126389,99.159169,เลขที่ 85 หมู่ 3 ตำบล หัวเตย อำเภอ พุนพิน จังหวัด สุราษฎร์ธานี 84130,077-253-009,061-4023826,https://lin.ee/8y7YqCK,24 Hrs.,5,images/about_logo_5.jpg
21316,Big C Mini  บางจาก  สรรพาวุธ,13.66706721,100.5920112,เลขที่ 801 ถนน ริมทางรถไฟเก่า แขวง บางนา เขต บางนา จังหวัด กรุงเทพมหานคร 10260,02-7451509,061-4021902,https://lin.ee/kDWKRDI,06.00 - 21.00,5,images/about_logo_5.jpg
21390,Big C Mini  บางจาก  สันโป่ง - แม่ริม,18.952526,98.944216,เลขที่ 158/4 หมู่ 2 ตำบล สันโป่ง อำเภอ แม่ริม จังหวัด เชียงใหม่ 50180,ไม่มีเบอร์ร้าน,061-4027450,https://lin.ee/OdUSzt5,24 Hrs.,5,images/about_logo_5.jpg
21268,Big C Mini  บางจาก  สามพราน  ,13.741571,100.21475,เลขที่ 31/182 หมู่ 1 ตำบล ท่าตลาด อำเภอ สามพราน จังหวัด นครปฐม  73110,034-222-211,098-3330323,https://lin.ee/BszdZJF,05.00 - 23.00,5,images/about_logo_5.jpg
21336,Big C Mini  บางจาก  สายเอเชีย กม. 81 (ขาออก),14.850009,100.444318,เลขที่ 111/2 หมู่ 1 ตำบล พรหมบุรี อำเภอ พรหมบุรี จังหวัด สิงห์บุรี 16160,036-699-348,063-2184990,https://lin.ee/REwUjNJ,24 Hrs.,5,images/about_logo_5.jpg
21233,Big C Mini  บางจาก  สายเอเชีย กม.150 ,14.980756,100.357086,เลขที่ 116/1 หมู่ 1 ตำบล น้ำตาล อำเภอ อินทร์บุรี จังหวัด สิงห์บุรี  16110,035-648-103,061-3961154,https://lin.ee/03mzGJu,05.00 - 23.00,5,images/about_logo_5.jpg
21181,Big C Mini  บางจาก  สายเอเชีย กม.62,14.265225,100.612718,เลขที่ 59/1 หมู่ 3 ตำบล บ้านหว้า อำเภอ บางปะอิน จังหวัด พระนครศรีอยุธยา 13160,035-335-100,061-3972191,https://lin.ee/g5Z9E8Y,24 Hrs.,5,images/about_logo_5.jpg
21199,Big C Mini  บางจาก  สายเอเชีย กม.69,14.323803,100.614155,เลขที่ 52/1 หมู่ 7  ตำบล คลองสวนพลู อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา 13000,035-335-100,061-3974719,https://lin.ee/foifLdA,05.00 - 23.00,5,images/about_logo_5.jpg
21299,Big C Mini  บางจาก  สุขสวัสดิ์ 42,13.675876,100.501503,เลขที่ 616 หมู่ 4 แขวง บางปะกอก เขต ราษฎร์บูรณะ จังหวัด กรุงเทพมหานคร 10140,02-874-5096,098-3330331,https://lin.ee/yFXfnMY,05.00 - 24.00,5,images/about_logo_5.jpg
21073,Big C Mini  บางจาก  สุขาภิบาล 1(2),13.793441,100.651693,เลขที่ 661/1 ถนน นวมินทร์ แขวง นวมินทร์ เขต บึงกุ่ม จังหวัด กรุงเทพมหานคร 10230,ไม่มีเบอร์ร้าน,061-3895479,https://lin.ee/Eu21Pmo,24 Hrs.,5,images/about_logo_5.jpg
21379,Big C Mini  บางจาก  สุขาภิบาล 3,13.788076,100.693549,เลขที่ 24/36 หมู่ 4 แขวง สะพานสูง เขต สะพานสูง จังหวัด กรุงเทพมหานคร 10240,ไม่มีเบอร์ร้าน,092-8324576,https://lin.ee/ukyfJUz,05.00 - 23.00,5,images/about_logo_5.jpg
21294,Big C Mini  บางจาก  สุขุมวิท กม.219 ,12.682765,101.25464,เลขที่ 351/4 ถนน สุขุมวิท ตำบล เนินพระ อำเภอ เมืองระยอง จังหวัด ระยอง 21000,ไม่มีเบอร์ร้าน,061-4020238,https://lin.ee/SNRJJ5i,05.00 - 23.00,5,images/about_logo_5.jpg
21324,Big C Mini  บางจาก  สุวินทวงศ์,13.807153,100.830969,เลขที่ 30/7 หมู่ 3 แขวง ลำผักชี เขต หนองจอก จังหวัด กรุงเทพมหานคร 10530,02-172-5022,063-2184700,https://lin.ee/dPpJw6e,24 Hrs.,5,images/about_logo_5.jpg
21326,Big C Mini  บางจาก  สูงเนิน 1 (ขาออก),14.882477,101.859171,เลขที่ 20 หมู่ 9 ตำบล สูงเนิน อำเภอ สูงเนิน จังหวัด นครราชสีมา 30170,044-325036,098-3330342,https://lin.ee/PVUD1Bjb,06.00 - 22.00,5,images/about_logo_5.jpg
21327,Big C Mini  บางจาก  สูงเนิน 2 (ขาเข้า),14.869777,101.738499,เลขที่ 68/4 หมู่ 2 ตำบล มะเกลือใหม่ อำเภอ สูงเนิน จังหวัด นครราชสีมา 30170,044-209040,093-5080135,https://lin.ee/rduRdaf,06.00 - 22.00,5,images/about_logo_5.jpg
21363,Big C Mini  บางจาก  หนองจิก - ปัตตานี,6.803232,101.140134,เลขที่ 200/6 หมู่ 8 ตำบลบ่อทอง อำเภอหนองจิก จังหวัดปัตตานี 94170,073-334-052,061-4024838,https://lin.ee/sVtlcYB,06.00 - 22.00,5,images/about_logo_5.jpg
21407,Big C Mini  บางจาก  หนองมน,13.27211,100.93509,เลขที่ 413/1 ถนน สุขุมวิท ตำบล แสนสุข อำเภอ เมืองชลบุรี จังหวัด ชลบุรี 20130,038-771455,061-4028529,https://lin.ee/eKtwrlP,06.00 - 21.00,5,images/about_logo_5.jpg
21378,Big C Mini  บางจาก  หนองแสง - นครพนม,17.423694,104.768389,เลขที่ 252/3 ถนน นครพนม-ท่าอุเทน ตำบล หนองแสง อำเภอ เมืองนครพนม จังหวัด นครพนม 48000,042-520-023,098-3330353,https://lin.ee/5rgtENI,05.00 - 23.00,5,images/about_logo_5.jpg
21403,Big C Mini  บางจาก  หมูม่น - เมืองอุดรธานี,17.490202,102.796614,เลขที่ 7/2 หมู่ 11 ตำบล หมูม่น อำเภอ เมืองอุดรธานี จังหวัด อุดรธานี 41000,ไม่มีเบอร์ร้าน,061-4028044,https://lin.ee/QgCxlK4,06.00 - 21.00,5,images/about_logo_5.jpg
21351,Big C Mini  บางจาก  หาดคำ - เมืองหนองคาย,17.890911,102.776012,เลขที่ 57/2 หมู่ 5 ตำบล หาดคำ อำเภอ เมืองหนองคาย จังหวัด หนองคาย 43000,042-462-027,098-3330355,https://lin.ee/EObWOCE,06.00 - 23.00,5,images/about_logo_5.jpg
21332,Big C Mini  บางจาก  อ่อนนุช 17/1,13.71057,100.611915,เลขที่ 923/2 ถนน อ่อนนุช แขวง สวนหลวง เขต สวนหลวง จังหวัด กรุงเทพมหานคร 10250,02-742-0069,098-3330359,https://lin.ee/uNnuEWK,24 Hrs.,5,images/about_logo_5.jpg
21302,Big C Mini  บางจาก  อ้อมน้อย,13.705376,100.307589,เลขที่ 88/4 หมู่ 6 ถนน เพชรเกษม ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน จังหวัด สมุทรสาคร 74130,ไม่มีเบอร์ร้าน,092-4126228,https://lin.ee/9opsTbD,05.00 - 23.00,5,images/about_logo_5.jpg
21247,Big C Mini  บางจาก  อ้อมใหญ่  ,13.709342,100.274859,เลขที่ 17/101 หมู่ 2 ตำบล อ้อมใหญ่ อำเภอ สามพราน จังหวัด นครปฐม  73160,02-811-4169,098-3330362,https://lin.ee/t4cnnJU,05.00 - 23.00,5,images/about_logo_5.jpg
21222,Big C Mini  บางจาก  อิสรภาพ,13.728989,100.499421,เลขที่ 178/16 ถนน อิสรภาพ แขวง สมเด็จเจ้าพระยา เขต คลองสาน จังหวัด กรุงเทพมหานคร  10600,02-861-4070,096-7941791,https://lin.ee/M3lBzFT7,05.00 - 24.00,5,images/about_logo_5.jpg
21341,Big C Mini  บางจาก  อิสาณ - เมืองบุรีรัมย์,14.972813,103.103992,เลขที่ 271 หมู่ 4 ตำบล อิสาณ อำเภอ เมืองบุรีรัมย์ จังหวัด บุรีรัมย์ 31000,044-625-150,098-3330364,https://lin.ee/t0uhw6X,06.00 - 23.00,5,images/about_logo_5.jpg
